open+close transaction,open+read+close transaction,open+readx2+close transaction
0.000217,0.000265,0.000295
0.000218,0.000266,0.000297
0.000218,0.000267,0.000297
0.000218,0.000267,0.000297
0.000219,0.000267,0.000297
0.000219,0.000267,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000298
0.000219,0.000268,0.000299
0.000219,0.000268,0.000299
0.000219,0.000268,0.000299
0.000219,0.000268,0.000299
0.000220,0.000268,0.000299
0.000220,0.000268,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000299
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000269,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000220,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000300
0.000221,0.000270,0.000301
0.000221,0.000270,0.000301
0.000221,0.000270,0.000301
0.000221,0.000270,0.000301
0.000221,0.000270,0.000301
